filepath,text_asr,text_translated,intent
es-ES~FREEZE/60266454dc3604f481bcb41c.wav,hola buenas he perdido mi tarjeta de crédito me gustaría si pudierais por favor congelarla para que se vengan todas las transacciones gracias,hello good I have lost my credit card I would like if you could please freeze it so that all transactions can come thanks,FREEZE
es-ES~FREEZE/602666fac421a821df7c177b.wav,hola buenos días por favor quería congelar mi tarjeta lo más rápido posible la he perdido y necesito detener todas las transacciones y bloquearla cuanto antes muchas gracias,hello good morning please I wanted to freeze my card as quickly as possible I have lost it and I need to stop all transactions and block it as soon as possible thank you very much,FREEZE
es-ES~FREEZE/602666d5c7abb7f832138533.wav,buenos días mire lo siento comunicarles pero acabo de perder la tarjeta de vuestra compañía y quiero bloquear lado de tenerla lo antes posible por favor para que no haga nadie uso de ella por favor hacérmelo a la mayor brevedad posible muchas gracias,"Good morning look, I'm sorry to let you know but I just lost your company card and I want to block the side of having it as soon as possible please so that no one makes use of it, please do so as soon as possible, thank you very much",FREEZE
es-ES~FREEZE/60266711c7abb7f832138588.wav,hola buenos días mira te ha llamado porque tenía un problema y me han robado la cartera y me gustaría bloquear todas mis tarjetas,"Hello, good morning, look, he called you because he had a problem and my wallet was stolen and I would like to block all my cards",FREEZE
es-ES~FREEZE/602665e7c7abb7f8321383ff.wav,hola buenas llamaba para preguntar si por cómo puedo congelar mi tarjeta porque la quiero bloquear he perdido la tarjeta y así sea alguna otra manera de tener todas las transacciones que se hayan hecho con mi tarjeta,"Hello, good, I was calling to ask if how can I freeze my card because I want to block it, I have lost the card and so is some other way to have all the transactions that have been made with my card",FREEZE
es-ES~FREEZE/6026613ac7abb7f832138182.wav,buenas he perdido mi tarjeta de crédito y me gustaría bloquear la tarjeta por favor,good I lost my credit card and I would like to block the card please,FREEZE
es-ES~FREEZE/60266646c7abb7f83213846e.wav,hola buenas pues resulta llamada porque resulta que he perdido mi tarjeta me gustaría congelarla por favor,hello good because it is called because it turns out that I have lost my card I would like to freeze it please,FREEZE
es-ES~FREEZE/602665cac7abb7f8321383db.wav,perdí mi tarjeta entonces necesito bloquearla para poder detener corazón sesiones en mi tarjeta cómo puedo hacer eso,i lost my card so i need to lock it so i can stop heart sessions on my card how can i do that,FREEZE
es-ES~FREEZE/602666d2cfa37e1cf217afd0.wav,hola buenos días nada yo me voy porque tuve un problema con mi tarjeta y que la extravié y quería bloquear totalmente las transacciones que se pueden realizar con esta,"Hello, good morning, nothing, I'm leaving because I had a problem with my card and I lost it and I wanted to completely block the transactions that can be made with it.",FREEZE
es-ES~FREEZE/6026634ac7abb7f83213827c.wav,quería que pudieran caer congelar mi tarjeta a ser posible bastante pronto porque he perdido la cartera y tenía toda mi tenía mi tarjeta quiero congelarlas para que no puedan usarla para sacar dinero,I wanted them to freeze my card if possible fairly soon because I lost my wallet and I had all my card I want to freeze them so they cannot use it to withdraw money,FREEZE
es-ES~FREEZE/602666efc7abb7f83213855b.wav,quiero que se bloqueé en mi tarjeta de crédito por algún problema,I want my credit card to be blocked due to some problem,FREEZE
es-ES~FREEZE/602661cac421a821df7c16f5.wav,quiero detener todas las transacciones en mi tarjeta,I want to stop all transactions on my card,FREEZE
es-ES~FREEZE/6026676cc7abb7f8321385dc.wav,buenas llamado para preguntar porque me van a coger la tarjeta cuando realmente no ha habido ningún motivo porque siempre todo se ha realizado de forma correcta todo está en orden entonces me gustaría que me respondieran a porque ya no puedo trabajar con la tarjeta,Good call to ask why they are going to take my card when there really has been no reason because everything has always been done correctly everything is in order so I would like them to answer me because I can no longer work with the card,FREEZE
es-ES~FREEZE/602663dedc3604f481bcb3d7.wav,hola buenos días llamaba porque quiero bloquear mi tarjeta ya que no quiero volver a usar muchas gracias,"Hello, good morning, I was calling because I want to block my card since I don't want to use it again, thank you very much",FREEZE
es-ES~FREEZE/6026625ec7abb7f8321381ef.wav,hola buenos días a ver me gustaría bloquear mi tarjeta para no poder hacer más transacciones,"Hello, good morning, let's see, I would like to block my card so I cannot make more transactions",FREEZE
es-ES~FREEZE/602664e3dc3604f481bcb497.wav,Avast bloquea mi tarjeta inmediatamente yo de tener todas las transiciones de mi tarjeta y congelarla,Avast blocks my card immediately if I have all the transitions of my card and freeze it,FREEZE
es-ES~FREEZE/6026670bc7abb7f83213857e.wav,hola me gustaría bloquear mi tarjeta de crédito dado que la ha extraviado será posible dado que necesito detener todas las transacciones ya sean ingresos o transferencias o compras muchas gracias,"Hello I would like to block my credit card since it has lost it, it will be possible since I need to stop all transactions, whether they are income or transfers or purchases, thank you very much",FREEZE
es-ES~FREEZE/60266663c7abb7f832138496.wav,detener todas las sangres en mi tarjeta de vida robo de la misma,stop all the bloods on my life card stealing it,FREEZE
es-ES~FREEZE/602666dfc7abb7f832138542.wav,mira acabo de perder mi tarjeta en la calle y quiero congelar para que no curres mucho,"Look, I just lost my card on the street and I want to freeze so you don't do much work",FREEZE
es-ES~FREEZE/602669dfdc3604f481bcb5cf.wav,por favor bloquea mi tarjeta,please block my card,FREEZE
es-ES~FREEZE/602666a3c7abb7f8321384f5.wav,tarjeta me bloquea favor por tarjeta me congelar tarjeta las,card block me please by card freeze me card,FREEZE
es-ES~FREEZE/6026663dc7abb7f832138462.wav,hola buenos días mira es que he perdido mi tarjeta y no sé dónde está y me gustaría bloquearla para que no se efectuarán pagos muchas gracias,"Hello, good morning, look, I have lost my card and I don't know where it is and I would like to block it so that no payments will be made, thank you very much",FREEZE
es-ES~PAY_BILL/602666b8c7abb7f83213850f.wav,tengo que hacer una factura tengo que pagar una factura lo voy a hacer pagando con mi banco directamente,I have to make an invoice I have to pay an invoice I will do it by paying with my bank directly,PAY_BILL
es-ES~PAY_BILL/60266735c7abb7f8321385b3.wav,tengo que realizar el pago de la factura,I have to pay the bill,PAY_BILL
es-ES~PAY_BILL/60266171c7abb7f832138193.wav,tengo que pagar una factura de un pago la factura de mi tarjeta de crédito pensé,I have to pay a bill for a payment my credit card bill I thought,PAY_BILL
es-ES~PAY_BILL/6026680ac421a821df7c178f.wav,tengo que pagar una factura,I have to pay a bill,PAY_BILL
es-ES~PAY_BILL/602666a6c7abb7f8321384f8.wav,hola mira llamo quiero hacer un pago la factura está mente,"Hi, look, I'm calling, I want to make a payment, the bill is in mind.",PAY_BILL
es-ES~PAY_BILL/602666acdc3604f481bcb58d.wav,hola buenos días mira es que tengo que pagar una factura y me gustaría saber cómo poder hacerlo gracias,hello good morning look is that I have to pay a bill and I would like to know how to do it thanks,PAY_BILL
es-ES~PAY_BILL/60266207c7abb7f8321381ce.wav,hola necesito pagar una factura pero no sé cómo realizar el pago me puede decir en qué parte de la aplicación puedo ir para pagar la factura pendiente,hello I need to pay an invoice but I don't know how to make the payment can you tell me where in the application I can go to pay the pending invoice,PAY_BILL
es-ES~PAY_BILL/602666e1dc3604f481bcb5a4.wav,hola buenos días tengo una factura pendiente de pagar y me gustaría realizar el pago como podrían ayudarme gracias,"Hello, good morning, I have an invoice pending payment and I would like to make the payment, how could you help me?",PAY_BILL
es-ES~PAY_BILL/60266385c7abb7f8321382a9.wav,hola tengo una factura que debo pagar ya cuanto antes he intentado ya varias veces poder pagarlo con mi tarjeta,"Hello, I have an invoice that I have to pay as soon as possible I have already tried several times to pay it with my card",PAY_BILL
es-ES~PAY_BILL/602666b3c7abb7f832138507.wav,hola buenos días tengo una factura por pagar,hello good morning I have a bill to pay,PAY_BILL
es-ES~PAY_BILL/602662aac7abb7f83213821e.wav,buenos días bueno resulta que tengo un problema y es que tengo que pagar una factura,good morning well it turns out that I have a problem and that is that I have to pay a bill,PAY_BILL
es-ES~PAY_BILL/6026675dc7abb7f8321385d1.wav,necesito pagar la factura de la luz,I need to pay the electricity bill,PAY_BILL
es-ES~PAY_BILL/6026669bc7abb7f8321384ea.wav,buenas quieres avisar el pago de la factura por favor,Well do you want to notify the payment of the bill please,PAY_BILL
es-ES~PAY_BILL/60266546cfa37e1cf217af9c.wav,tengo que pagar esta factura,I have to pay this bill,PAY_BILL
es-ES~PAY_BILL/602666e5dc3604f481bcb5a6.wav,tengo que pagar una factura y me gustaría saber cómo hacerlo,I have to pay a bill and I would like to know how to do it,PAY_BILL
es-ES~PAY_BILL/60265fa1dc3604f481bcb326.wav,tengo que pagar una factura la factura de mi tarjeta de crédito vence,I have to pay a bill my credit card bill is due,PAY_BILL
es-ES~PAY_BILL/6026626ec421a821df7c1708.wav,quiero saber el importe de la factura que tengo que pagar,I want to know the amount of the invoice that I have to pay,PAY_BILL
es-ES~PAY_BILL/6026626ec421a821df7c1709.wav,quiero realizar un pago de factura,I want to make an invoice payment,PAY_BILL
es-ES~PAY_BILL/602665a7c7abb7f8321383b5.wav,hola tengo que pagar una factura me gustará realizar un pago la factura de mi tarjeta de crédito vence,hello I have to pay a bill I would like to make a payment my credit card bill is due,PAY_BILL
es-ES~PAY_BILL/6026636dcfa37e1cf217af7d.wav,hola buenas tengo esta factura que tengo que pagar cómo lo hacemos,hello good I have this bill that I have to pay how we do it,PAY_BILL
es-ES~PAY_BILL/60266711c7abb7f832138587.wav,tengo que pagar una factura,I have to pay a bill,PAY_BILL
es-ES~PAY_BILL/602663cfdc3604f481bcb3c8.wav,buenos días llamaba para realizar el pago,good morning I was calling to make the payment,PAY_BILL
es-ES~PAY_BILL/60266235c7abb7f8321381dc.wav,hola quería pagar una factura de mis gastos,hello I wanted to pay a bill for my expenses,PAY_BILL
es-ES~PAY_BILL/602663fbc7abb7f8321382ea.wav,me gustaría pagar esta factura con mi tarjeta si es posible aquí tengo los datos de la factura y me gustaría realizar este pago,"I would like to pay this invoice with my card, if possible here I have the invoice data and I would like to make this payment",PAY_BILL
es-ES~PAY_BILL/60266310c7abb7f832138253.wav,hola tengo que pagar una factura y me gustaría saber,hi i have to pay a bill and i would like to know,PAY_BILL
es-ES~PAY_BILL/60266500c7abb7f83213833a.wav,quisiera realizar el pago de una factura,I would like to pay an invoice,PAY_BILL
es-ES~PAY_BILL/60266693c7abb7f8321384df.wav,tengo que pagar la factura del gas,I have to pay the gas bill,PAY_BILL
es-ES~PAY_BILL/602674eddc3604f481bcb60d.wav,tengo que pagar una factura,I have to pay a bill,PAY_BILL
es-ES~PAY_BILL/602665e0dc3604f481bcb549.wav,hola buenos días mira tengo que pagar una factura y quería saber si podría hacerlo con la tarjeta o cómo podría realizar el pago si hay alguna opción más sencilla y no se quita un comprobante de la operación,"Hello, good morning, look, I have to pay an invoice and I wanted to know if I could do it with the card or how I could make the payment if there is an easier option and a receipt of the operation is not removed",PAY_BILL
es-ES~PAY_BILL/60266047dc3604f481bcb333.wav,tengo que pagar una factura realizar un pago la factura de mi tarjeta de crédito vence,I have to pay a bill make a payment my credit card bill is due,PAY_BILL
es-ES~PAY_BILL/60266768c7abb7f8321385d9.wav,quería preguntar sobre cómo se puede pagar una factura,I wanted to ask about how you can pay a bill,PAY_BILL
es-ES~PAY_BILL/60266666c7abb7f83213849b.wav,tengo que pagar una factura tarjeta de crédito gracias,I have to pay a credit card bill thanks,PAY_BILL
es-ES~PAY_BILL/60265fb1c421a821df7c16d5.wav,hola buenos días quiero pagar una factura tengo que realizar el pago correspondiente a una factura que tengo pendiente por favor,hello good morning I want to pay an invoice I have to make the payment corresponding to an invoice that I have pending please,PAY_BILL
es-ES~ABROAD/602662e6dc3604f481bcb399.wav,hola buenas me voy de vacaciones a Estados Unidos y me gustaría saber qué tengo que hacer para pagar cuando esté allí,"hello good, I'm going on vacation to the United States and I would like to know what I have to do to pay when I'm there",ABROAD
es-ES~ABROAD/60265fc7dc3604f481bcb329.wav,hola buenas quería saber si mi tarjeta del banco funciona en el extranjero también,hello good I wanted to know if my bank card works abroad too,ABROAD
es-ES~ABROAD/60266095dc3604f481bcb342.wav,necesito mi tarjeta en extranjero puedo pagar cosas cuando estoy en Estados Unidos,"I need my card abroad, can I pay for things when I'm in the United States",ABROAD
es-ES~ABROAD/60265fe0dc3604f481bcb32c.wav,hola quería saber si podía pagar con mi tarjeta en el extranjero puedo usarla,"Hello, I wanted to know if I could pay with my card abroad, can I use it?",ABROAD
es-ES~ABROAD/60265ddec7abb7f83213813c.wav,hola buenos días mira me voy a ir un par de semanas ahora de vacaciones a Nueva York y necesitaba saber si la tarjeta que tengo actualmente voy a poder utilizarla allí en el en el extranjero que no estoy seguro muchas gracias,"Hello, good morning, look, I'm going to go on vacation to New York for a couple of weeks now and I needed to know if the card I currently have will I be able to use it there abroad, I'm not sure, thank you",ABROAD
es-ES~ABROAD/60266486dc3604f481bcb443.wav,a ver me gustaría saber si mi tarjeta funciona la del extranjero la semana que viene,"Let's see, I would like to know if my foreign card works next week",ABROAD
es-ES~ABROAD/6026613cdc3604f481bcb354.wav,una persona que quiere una tarjeta y pregunta si puede pagar las cosas cuando está en otro país y por si tiene que hacer algo antes de irse de vacaciones,a person who wants a card and asks if they can pay for things when they are in another country and if they have to do something before going on vacation,ABROAD
es-ES~ABROAD/60265d77dc3604f481bcb305.wav,buenas tengo una tarjeta de crédito con su banco y me gustaría saber que funcionar el extranjero porque me voy de vacaciones semana que viene gracias,good I have a credit card with your bank and I would like to know what works abroad because I am going on vacation next week thanks,ABROAD
es-ES~ABROAD/6026643ddc3604f481bcb40c.wav,hola buenas tardes quiero saber las condiciones de la tarjeta en el extranjero por ejemplo en estos,"Hello, good afternoon, I want to know the conditions of the card abroad, for example in these",ABROAD
es-ES~ABROAD/60266368c7abb7f83213828f.wav,hola buenas tardes necesitaba saber si necesito hacer algún cambio en mi tarjeta para usarla en el extranjero porque voy a viajar a los Estados Unidos próximamente y si tengo que hacer alguna gestión para que activarla gracias,"Hello, good afternoon, I need to know if I need to make any changes to my card to use it abroad because I am going to travel to the United States soon and if I have to do anything to activate it, thank you",ABROAD
es-ES~ABROAD/60265d10c7abb7f832138128.wav,funcionará la tarjeta que ya tengo en el extranjero,the card I already have abroad will work,ABROAD
es-ES~ABROAD/60265daddc3604f481bcb310.wav,hola buenos días a ver el motivo de mi llamada era para preguntar si es posible usar mi tarjeta en el extranjero y si es posible si tiene algún tipo de corte de comisión etcétera,hello good morning to see the reason for my call was to ask if it is possible to use my card abroad and if possible if it has some kind of commission cut and so on,ABROAD
es-ES~ABROAD/6026641ddc3604f481bcb3f8.wav,hola buenas quería saber si podía utilizar mi tarjeta de débito del Banco en el extranjero,hello good I wanted to know if I could use my debit card from the Bank abroad,ABROAD
es-ES~ABROAD/602661f3c7abb7f8321381c4.wav,hola buenos días me gustaría saber si mi tarjeta es operativa en otros países que no sea España porque es que voy a ir de vacaciones a Estados Unidos y tengo que hacer algún procedimiento o algo para poder estar allí,hello good morning I would like to know if my card is operative in other countries than Spain because I am going to go on vacation to the United States and I have to do some procedure or something to be there,ABROAD
es-ES~ABROAD/6026619adc3604f481bcb36d.wav,hola quería saber si es que con mi tarjeta que tengo del banco la puedo usar en el extranjero,Hello I wanted to know if it is that with my card that I have from the bank I can use it abroad,ABROAD
es-ES~ABROAD/602662b6cfa37e1cf217af6e.wav,hola buenos días me voy de vacaciones el próximo mes una semana ser extranjero y me gustaría saber si podría sacar dinero con mi tarjeta de crédito,hello good morning I'm going on vacation next month one week being a foreigner and I would like to know if I could get money with my credit card,ABROAD
es-ES~ABROAD/602661f0c421a821df7c16f8.wav,en la próxima semana tengo pensado hacer un viaje a Estados Unidos por temas de trabajo y necesito quitar de aquí 4 días y mi tarjeta SIM y tarjeta de banco van a servir allí aquí en casa cuando contrario que trámite pertinente vocalizar para poder usar allí el dinero,"In the next week I plan to make a trip to the United States for work issues and I need to take 4 days off from here and my SIM card and bank card will be used there here at home when contrary to the pertinent procedure, vocalize to be able to use the money there",ABROAD
es-ES~ABROAD/60266157dc3604f481bcb359.wav,me iba de viaje a Estados Unidos en Albacete,I was going on a trip to the United States in Albacete,ABROAD
es-ES~ABROAD/6026641adc3604f481bcb3f7.wav,hola buenos días verás si cliente de vuestro banco y quería saber si mi tarjeta funciona en el extranjero en Europa voy a ir hacer unas vacaciones dentro de poco y es importante saberlo gracias,"Hello, good morning, will you see if a client of your bank and I wanted to know if my card works abroad in Europe I am going to take a vacation shortly and it is important to know, thank you",ABROAD
es-ES~ABROAD/602663b2c7abb7f8321382c8.wav,hola buenos días llamaba porque me voy a ir de viaje al extranjero y ya estar varias semanas y quería saber si podía utilizar mi tarjeta os tengo que hacer a un chico de gestión para poder utilizarla en el extranjero,"Hello, good morning, I was calling because I'm going to go on a trip abroad and I'll be there for several weeks now and I wanted to know if I could use my card.",ABROAD
es-ES~ABROAD/60266315c7abb7f832138256.wav,voy a realizar un viaje al extranjero y me gustaría saber si puedo usar allí mi tarjeta de crédito,I am going abroad and I would like to know if I can use my credit card there,ABROAD
es-ES~ABROAD/60266043dc3604f481bcb332.wav,hola buenos buenos días mira quería saber si mi tarjeta si podría utilizar la tarjeta de mi banco para pagos en el extranjero sí sin que me cobren comisiones ni nada por el estilo,"Hello, good morning, look, I wanted to know if my card could use my bank card for payments abroad, yes, without being charged commissions or anything like that",ABROAD
es-ES~ABROAD/60266182dc3604f481bcb368.wav,buenos días en las próximas semanas voy a estar viajando en el extranjero y quisiera saber si mi tarjeta va a funcionar ahí o si necesito hacer algún paso más para que no me bloquean la tarjeta cuando estés de vacaciones,Good morning in the next few weeks I will be traveling abroad and I would like to know if my card will work there or if I need to do any more steps so that they do not block my card when you are on vacation,ABROAD
es-ES~ABROAD/60265fdac7abb7f832138148.wav,necesito mi tarjeta en el extranjero puedo pagar cosa cuando estoy en Estados Unidos,I need my card abroad I can pay something when I am in the United States,ABROAD
es-ES~ABROAD/602664f4dc3604f481bcb4a4.wav,hola buenas mira llamaba porque tengo una tarjeta de crédito vuestra y quería saber si podía hacer compras en el extranjero con ella como viaje,"Hello good look, I was calling because I have your credit card and I wanted to know if I could make purchases abroad with it as a trip",ABROAD
es-ES~ABROAD/60266339cfa37e1cf217af78.wav,buenos días me gustaría saber si puedo hacer con la tarjeta que tengo actualmente contratada me gustaría saber si puedo hacer transacciones fuera fuera de mi país ya que me voy de vacaciones un tiempo y lo necesito saber para poder sacar dinero en efectivo o tranquilamente con mi tarjeta de crédito,Good morning I would like to know if I can do with the card that I currently have contracted I would like to know if I can make transactions outside my country since I am going on vacation for a while and I need to know to be able to withdraw money in cash or calmly with my card of credit,ABROAD
es-ES~ABROAD/60266221c7abb7f8321381d5.wav,hola buenas tardes mira tengo una tarjeta de crédito con su banco y me gustaría saber si puedo pagar en el extranjero con ella ya que estoy planteando irme,"Hello, good afternoon, look, I have a credit card with your bank and I would like to know if I can pay abroad with it since I am considering leaving",ABROAD
es-ES~ABROAD/6026646ac7abb7f832138311.wav,buenas me gustaría saber si puedo pagar en extranjero ya que me voy a ir de viaje una semana y quería saber si puedo pagar allí con mi tarjeta,good I would like to know if I can pay abroad since I am going to travel for a week and I wanted to know if I can pay there with my card,ABROAD
es-ES~ADDRESS/60266169c7abb7f83213818f.wav,me gustaría cambiar la dirección actual por otra nueva,I would like to change the current address for a new one,ADDRESS
es-ES~ADDRESS/602662e0cfa37e1cf217af70.wav,hola bueno llama quería cambiar mi dirección de la tarjeta,hello well call I wanted to change my card address,ADDRESS
es-ES~ADDRESS/60266480dc3604f481bcb43e.wav,hola buenos días vivo en la calle 2385 de Blue y me gustaría cambiar mi dirección gracias,"Hello, good morning, I live on 2385 Blue Street and I would like to change my address, thank you",ADDRESS
es-ES~ADDRESS/60266511dc3604f481bcb4bd.wav,hola llamaba para ver si podía cambiar la dirección postal de la domiciliación bancaria,Hello I was calling to see if I could change the postal address of the direct debit,ADDRESS
es-ES~ADDRESS/60266364c7abb7f83213828c.wav,hola que ya también mi dirección en el banco porque me he mudado aunque cambio de dirección,"Hello, my address is also in the bank because I have moved although I change my address",ADDRESS
